ID,Vehicles
20170711171,111.295253595
20170711181,113.473918286
20170711191,117.419026866
20170711201,114.670723415
20170711211,103.833382257
20170711221,101.141557751
20170711231,96.7454366949
20170712001,81.9131736068
20170712011,70.8589114677
20170712021,58.7381968604
20170712031,50.0023989287
20170712041,43.0623084786
20170712051,42.2799115838
20170712061,47.1315432466
20170712071,53.7861944853
20170712081,59.2812804541
20170712091,69.6663355451
20170712101,94.6784010389
20170712111,108.280998311
20170712121,109.057890894
20170712131,102.798317172
20170712141,111.078572655
20170712151,110.872549081
20170712161,107.827582592
20170712171,108.316945657
20170712181,111.146362239
20170712191,114.54644093
20170712201,111.965559426
20170712211,101.450153029
20170712221,98.7583285222
20170712231,94.419962569
20170713001,81.2045638607
20170713011,70.0934720653
20170713021,58.0498789051
20170713031,49.3863218195
20170713041,42.4691823383
20170713051,41.6867854435
20170713061,46.5384171063
20170713071,53.193068345
20170713081,58.6202570928
20170713091,68.9851939408
20170713101,93.9188720331
20170713111,107.108348284
20170713121,107.829422673
20170713131,101.473348775
20170713141,109.695839931
20170713151,109.490287704
20170713161,106.37704831
20170713171,107.058575659
20170713181,109.777319326
20170713191,112.604989792
20170713201,109.898347602
20170713211,99.2749643764
20170713221,96.8312022253
20170713231,92.8081594484
20170714001,79.0110398261
20170714011,67.8216981483
20170714021,56.246664112
20170714031,47.8690847894
20170714041,40.9101154536
20170714051,40.0334126535
20170714061,44.569219145
20170714071,51.0606440698
20170714081,56.331783538
20170714091,66.4461828952
20170714101,87.4632647526
20170714111,97.5412760123
20170714121,98.2450384196
20170714131,90.5560924987
20170714141,97.5461119591
20170714151,97.3241986329
20170714161,94.6009498426
20170714171,94.4585726715
20170714181,96.8022609306
20170714191,99.1145195221
20170714201,96.6589219865
20170714211,85.7674379702
20170714221,83.9984076162
20170714231,80.9511658004
20170715001,67.9715446289
20170715011,56.7505292365
20170715021,45.2915163545
20170715031,38.0536229628
20170715041,31.2043560968
20170715051,29.794301901
20170715061,31.8869415932
20170715071,35.5472542725
20170715081,39.8117422802
20170715091,47.7758905593
20170715101,53.5430589556
20170715111,59.6403354158
20170715121,59.5905404503
20170715131,54.6795449354
20170715141,58.2236744502
20170715151,58.0546971139
20170715161,56.6774768163
20170715171,56.7271562157
20170715181,60.0184505109
20170715191,65.9963162097
20170715201,69.0621959872
20170715211,61.3948997458
20170715221,62.3244090038
20170715231,61.8437189612
20170716001,47.9762471844
20170716011,39.973996619
20170716021,33.2664268061
20170716031,28.7417133889
20170716041,24.2643925992
20170716051,22.8624638274
20170716061,25.6326117721
20170716071,30.5348976341
20170716081,34.3866998755
20170716091,44.9790646293
20170716101,47.3811513812
20170716111,52.1458671991
20170716121,52.5894998615
20170716131,48.9155813759
20170716141,53.2127493011
20170716151,53.4274441983
20170716161,52.7023654872
20170716171,54.501372589
20170716181,61.5808029064
20170716191,69.4112195048
20170716201,68.7185318119
20170716211,63.9139940695
20170716221,65.0474658232
20170716231,64.6772318026
20170717001,53.984408806
20170717011,46.6547344749
20170717021,41.1291831756
20170717031,37.2131405114
20170717041,33.0133674848
20170717051,33.2895227657
20170717061,38.3436460737
20170717071,45.5952654502
20170717081,52.1426853335
20170717091,64.0574616396
20170717101,89.3916823818
20170717111,105.674760461
20170717121,106.452672599
20170717131,99.9731592822
20170717141,107.800577434
20170717151,107.821938379
20170717161,105.796517427
20170717171,106.532542194
20170717181,108.780080998
20170717191,111.844324567
20170717201,109.214540676
20170717211,100.13075416
20170717221,97.8871644672
20170717231,94.9556371036
20170718001,79.0145292478
20170718011,67.6988914208
20170718021,56.596231355
20170718031,48.5446094409
20170718041,41.5141251089
20170718051,40.5387681178
20170718061,45.6885428915
20170718071,52.4938055924
20170718081,57.9843559935
20170718091,68.5745880062
20170718101,94.0122196129
20170718111,107.995101872
20170718121,109.086133137
20170718131,102.769222767
20170718141,111.145234929
20170718151,110.997052514
20170718161,108.705869969
20170718171,109.441894737
20170718181,111.254775463
20170718191,114.44157406
20170718201,111.682772957
20170718211,101.086299423
20170718221,98.6763035014
20170718231,95.7457385788
20170719001,80.762964521
20170719011,69.1012851569
20170719021,57.5438470775
20170719031,49.0367927445
20170719041,42.0168681053
20170719051,41.12249872
20170719061,46.1019568455
20170719071,52.7566080841
20170719081,58.2231096677
20170719091,68.6762988931
20170719101,93.5285120632
20170719111,106.908626074
20170719121,107.908163562
20170719131,101.444707267
20170719141,109.950632289
20170719151,109.90890872
20170719161,106.969839361
20170719171,108.080611168
20170719181,110.508074882
20170719191,114.275837365
20170719201,112.01484848
20170719211,101.690166631
20170719221,98.8561673601
20170719231,96.1838686748
20170720001,81.4710139004
20170720011,69.3672160972
20170720021,57.8145769086
20170720031,49.3075225757
20170720041,42.3105489054
20170720051,41.4052187044
20170720061,46.3656617234
20170720071,53.0203129621
20170720081,58.5190192068
20170720091,68.8834533476
20170720101,93.7686260768
20170720111,107.138602063
20170720121,108.082321356
20170720131,101.615192733
20170720141,109.975973845
20170720151,109.884463951
20170720161,106.918732731
20170720171,107.64946306
20170720181,110.110941546
20170720191,112.847223087
20170720201,110.605712324
20170720211,100.173053646
20170720221,97.5320202977
20170720231,94.1945424312
20170721001,78.9787389226
20170721011,67.5206514877
20170721021,56.4761367028
20170721031,47.2945647136
20170721041,40.2557611887
20170721051,39.2741887029
20170721061,44.0180363651
20170721071,50.557478758
20170721081,55.8746097734
20170721091,66.0523644927
20170721101,87.1933704275
20170721111,97.4023683756
20170721121,98.3493138178
20170721131,90.8900538032
20170721141,98.0255279488
20170721151,97.8497784722
20170721161,95.0499585459
20170721171,94.9397040253
20170721181,97.0630317996
20170721191,99.8342011969
20170721201,97.9017710714
20170721211,86.9243132313
20170721221,84.5296431667
20170721231,81.8651131365
20170722001,68.8662390678
20170722011,57.7765583186
20170722021,46.3186579254
20170722031,38.2357738368
20170722041,31.3066727818
20170722051,29.535405658
20170722061,32.2701496632
20170722071,35.9304623425
20170722081,40.2409418975
20170722091,48.5487925336
20170722101,54.755412976
20170722111,62.0279684395
20170722121,62.1725035994
20170722131,57.107019731
20170722141,61.3060246738
20170722151,61.1370473375
20170722161,59.6832559039
20170722171,59.8841963136
20170722181,61.7732977893
20170722191,66.3820937901
20170722201,68.0971168026
20170722211,61.0578979931
20170722221,61.6171477753
20170722231,61.6424551289
20170723001,49.3680631586
20170723011,41.4190347538
20170723021,34.7894742236
20170723031,29.3662976017
20170723041,24.7329763207
20170723051,22.977403449
20170723061,26.1202346305
20170723071,31.0225204926
20170723081,34.8112199348
20170723091,45.9563125341
20170723101,48.7196055989
20170723111,52.8402299892
20170723121,53.1510048195
20170723131,48.7445535991
20170723141,50.637779185
20170723151,51.1020289718
20170723161,50.129511505
20170723171,51.9349778661
20170723181,59.364209301
20170723191,67.5384215731
20170723201,67.3009815446
20170723211,61.8155418118
20170723221,62.8498156673
20170723231,61.8354329317
20170724001,55.1409735794
20170724011,48.1509432791
20170724021,42.6207971206
20170724031,37.863198642
20170724041,33.5561619096
20170724051,33.5916853226
20170724061,38.9886996367
20170724071,46.2403190133
20170724081,52.6823587692
20170724091,64.7873890544
20170724101,90.446325968
20170724111,106.214373686
20170724121,106.786142477
20170724131,99.829015948
20170724141,105.687256122
20170724151,106.073442936
20170724161,103.933771197
20170724171,104.676255224
20170724181,107.10074669
20170724191,110.884003029
20170724201,108.511445078
20170724211,99.3218108779
20170724221,96.3663109966
20170724231,93.2173413259
20170725001,79.3438348394
20170725011,69.0285190571
20170725021,57.9228357107
20170725031,49.2647247234
20170725041,42.2604785123
20170725051,41.2256599632
20170725061,46.553440971
20170725071,53.358703672
20170725081,58.8184498783
20170725091,69.3662428121
20170725101,94.9663810462
20170725111,108.732984964
20170725121,109.617872881
20170725131,102.799860056
20170725141,108.933056881
20170725151,109.135503826
20170725161,106.973593924
20170725171,107.697352537
20170725181,109.589470292
20170725191,113.301078209
20170725201,110.77217396
20170725211,99.7721610989
20170725221,96.6502549887
20170725231,92.6363264381
20170726001,79.6387071136
20170726011,68.5421911019
20170726021,57.0150919478
20170726031,47.9056021055
20170726041,40.9119155872
20170726051,39.9520967641
20170726061,45.0704323538
20170726071,51.7250835925
20170726081,57.114789434
20170726091,67.3201278201
20170726101,92.3296305525
20170726111,105.165516556
20170726121,105.958910696
20170726131,98.9322430666
20170726141,105.085497225
20170726151,105.215917182
20170726161,102.480284153
20170726171,103.052015564
20170726181,105.613425226
20170726191,109.747789783
20170726201,107.612150764
20170726211,96.5512095879
20170726221,93.4507747945
20170726231,89.8115846327
20170727001,83.224231117
20170727011,72.1470719863
20170727021,60.6199728322
20170727031,51.403711687
20170727041,44.3397989482
20170727051,43.2859683415
20170727061,48.4269028049
20170727071,55.0815540436
20170727081,60.4480402043
20170727091,71.1228566049
20170727101,96.3871119147
20170727111,113.078314263
20170727121,114.196600238
20170727131,106.815786507
20170727141,113.187002907
20170727151,112.813691849
20170727161,109.490106277
20170727171,110.029868283
20170727181,112.625292718
20170727191,115.454040554
20170727201,113.154467459
20170727211,101.653351323
20170727221,98.0154379828
20170727231,94.6522795658
20170728001,81.2023107946
20170728011,70.1462237904
20170728021,58.8002242728
20170728031,49.7288202169
20170728041,42.5436942654
20170728051,41.4281855835
20170728061,46.2906877204
20170728071,52.8301301132
20170728081,58.0150410446
20170728091,68.2469314233
20170728101,89.7670199388
20170728111,102.629802527
20170728121,103.728262949
20170728131,95.1410511126
20170728141,100.164108989
20170728151,99.72014044
20170728161,96.934048267
20170728171,96.6482804138
20170728181,98.7438218863
20170728191,101.072548023
20170728201,99.2911359331
20170728211,86.7863635273
20170728221,84.9570329857
20170728231,82.6144159873
20170729001,70.3603978075
20170729011,59.2416841343
20170729021,47.8810080989
20170729031,39.9082919437
20170729041,32.8065172101
20170729051,31.1862619749
20170729061,33.7247406573
20170729071,37.3850533367
20170729081,41.6340477632
20170729091,50.0536227875
20170729101,56.3798384175
20170729111,65.4201118927
20170729121,65.6044203143
20170729131,59.4110197731
20170729141,61.0346914623
20170729151,60.5974950532
20170729161,59.1520840588
20170729171,59.1775111359
20170729181,62.4735190208
20170729191,66.2192831082
20170729201,68.224562808
20170729211,60.543283387
20170729221,60.8442401066
20170729231,61.1899019738
20170730001,50.2047041967
20170730011,42.3601966215
20170730021,35.6345828844
20170730031,30.1532938874
20170730041,25.3285680052
20170730051,23.6989096796
20170730061,25.906648912
20170730071,30.7740724099
20170730081,34.5998118781
20170730091,45.9527529789
20170730101,48.8914455172
20170730111,56.5091273556
20170730121,57.1934213611
20170730131,52.2322668179
20170730141,53.9371563601
20170730151,53.9774221439
20170730161,52.891341068
20170730171,54.6721381137
20170730181,61.8802966949
20170730191,68.2648743728
20170730201,67.4727799549
20170730211,61.5963281964
20170730221,61.7249516519
20170730231,62.39734383
20170731001,55.4008117882
20170731011,48.3346228666
20170731021,42.9044515146
20170731031,38.36409129
20170731041,33.893079473
20170731051,33.8942572028
20170731061,38.630121164
20170731071,45.6425883464
20170731081,51.9613326248
20170731091,63.8234751275
20170731101,89.8211029189
20170731111,108.848830537
20170731121,109.607813769
20170731131,101.875107663
20170731141,107.686690456
20170731151,107.779728637
20170731161,105.219583624
20170731171,105.767828904
20170731181,108.235400296
20170731191,110.931111512
20170731201,108.44270218
20170731211,98.2653322046
20170731221,94.3926463102
20170731231,92.6545564092
20170801001,75.130382506
20170801011,64.1635545161
20170801021,52.2891163361
20170801031,43.992786343
20170801041,36.9705270092
20170801051,36.2467298603
20170801061,40.9061439831
20170801071,47.7200641218
20170801081,53.2998817675
20170801091,63.8225749634
20170801101,88.6361225315
20170801111,101.688031419
20170801121,102.957368635
20170801131,97.1329921145
20170801141,105.090077888
20170801151,105.233427166
20170801161,103.406930367
20170801171,103.914530124
20170801181,106.29966578
20170801191,110.75946606
20170801201,108.039707157
20170801211,99.07941533
20170801221,97.4277814803
20170801231,92.8176772903
20170802001,81.6487854204
20170802011,70.4529954653
20170802021,58.3784106348
20170802031,49.6266482229
20170802041,42.6865577728
20170802051,42.0279535182
20170802061,47.0414334999
20170802071,53.8098890859
20170802081,59.3196663668
20170802091,69.4958438819
20170802101,94.5261857558
20170802111,107.827700427
20170802121,108.452348639
20170802131,102.502011565
20170802141,110.783616265
20170802151,110.682497218
20170802161,107.713559195
20170802171,108.378103824
20170802181,110.698134557
20170802191,114.508146559
20170802201,111.850848035
20170802211,101.879554427
20170802221,100.20902574
20170802231,95.7618319146
20170803001,81.2035278666
20170803011,69.9378311618
20170803021,57.8632463313
20170803031,49.1114839194
20170803041,42.1943444382
20170803051,41.5357401836
20170803061,46.528712007
20170803071,53.2971675931
20170803081,58.7243563409
20170803091,69.0088126283
20170803101,94.1033491261
20170803111,107.2799915
20170803121,107.848821517
20170803131,101.83663178
20170803141,110.060472153
20170803151,109.959824454
20170803161,107.101334855
20170803171,107.662324261
20170803181,109.805355607
20170803191,112.512460753
20170803201,109.76714452
20170803211,99.7887397948
20170803221,97.071299988
20170803231,93.3204580546
20170804001,80.2478263381
20170804011,68.9137318071
20170804021,56.9022732044
20170804031,48.2229365659
20170804041,41.2639672301
20170804051,40.5845048383
20170804061,45.2663127615
20170804071,51.9693032074
20170804081,57.2404426755
20170804091,67.151307545
20170804101,88.5243642593
20170804111,98.3742919274
20170804121,99.1615601515
20170804131,92.2674845127
20170804141,98.8078670682
20170804151,98.5789894998
20170804161,96.0195587994
20170804171,95.8714636088
20170804181,97.7158362067
20170804191,100.283488813
20170804201,97.9126468616
20170804211,87.4794925924
20170804221,85.4899515324
20170804231,82.6492538706
20170805001,69.3605429857
20170805011,58.2510849332
20170805021,46.3087075207
20170805031,38.7280587828
20170805041,31.8787919169
20170805051,30.6965320832
20170805061,32.9351732071
20170805071,36.7080329678
20170805081,40.9952192545
20170805091,48.8167034138
20170805101,54.5862014215
20170805111,60.4045969967
20170805121,60.3777006547
20170805131,56.0792713734
20170805141,59.4205096444
20170805151,59.0305299816
20170805161,57.817127774
20170805171,57.8212664917
20170805181,60.5810177211
20170805191,65.4231649976
20170805201,66.7638638315
20170805211,60.9456868566
20170805221,61.5591709498
20170805231,61.6878152897
20170806001,48.9426659739
20170806011,41.1633542595
20170806021,33.8454777334
20170806031,28.97800897
20170806041,24.4640427224
20170806051,23.0508795542
20170806061,25.9884730792
20170806071,31.0856475206
20170806081,35.0234719305
20170806091,45.7337608391
20170806101,48.5284374142
20170806111,53.1527915319
20170806121,53.5734271775
20170806131,50.0765781204
20170806141,54.8196583564
20170806151,55.1183909895
20170806161,54.5090737184
20170806171,56.2765854376
20170806181,63.6516157717
20170806191,71.5776597065
20170806201,70.2963685702
20170806211,65.6586333048
20170806221,66.9456975332
20170806231,65.4476539136
20170807001,55.6820449583
20170807011,48.7108704476
20170807021,42.3507814559
20170807031,38.0104736081
20170807041,33.7455106967
20170807051,34.1142418652
20170807061,39.1255668941
20170807071,46.490990618
20170807081,53.0384105012
20170807091,64.7469838736
20170807101,90.4787764542
20170807111,106.679647558
20170807121,107.26751276
20170807131,100.822454714
20170807141,108.910865809
20170807151,108.946412582
20170807161,107.082815177
20170807171,107.749411045
20170807181,110.06817951
20170807191,113.602635491
20170807201,110.607324689
20170807211,101.831967963
20170807221,99.4373505949
20170807231,95.5630018356
20170808001,80.3370000305
20170808011,69.5344340841
20170808021,57.8226242976
20170808031,49.5422587847
20170808041,42.5916086419
20170808051,41.734212021
20170808061,46.8254894658
20170808071,53.7445565141
20170808081,59.3096828478
20170808091,69.8927538056
20170808101,95.6306113699
20170808111,109.5782478
20170808121,110.479232128
20170808131,104.425437662
20170808141,112.780071705
20170808151,112.646075118
20170808161,110.51671612
20170808171,111.143489326
20170808181,112.92988408
20170808191,116.795664298
20170808201,113.709121043
20170808211,103.286249467
20170808221,100.504410665
20170808231,96.2604785598
20170809001,82.0543673215
20170809011,70.8888747984
20170809021,58.7847129766
20170809031,50.0489150449
20170809041,43.1088245949
20170809051,42.3264277
20170809061,47.2678400851
20170809071,54.0362956711
20170809081,59.53138164
20170809091,69.748763162
20170809101,94.7826244016
20170809111,108.093763168
20170809121,108.874189947
20170809131,102.614616225
20170809141,110.90970738
20170809151,110.703683805
20170809161,107.658717316
20170809171,108.283439283
20170809181,111.093023457
20170809191,114.502096106
20170809201,112.037608166
20170809211,101.354558439
20170809221,98.5727196369
20170809231,94.3966828802
20170810001,81.7396528658
20170810011,70.4116296211
20170810021,58.3074677993
20170810031,49.5716698676
20170810041,42.6545303865
20170810051,41.8721334916
20170810061,46.7448653908
20170810071,53.3995166295
20170810081,58.8267053773
20170810091,69.1126662228
20170810101,94.0681400609
20170810111,107.281215357
20170810121,108.005823941
20170810131,101.742577892
20170810141,109.979904719
20170810151,109.774352492
20170810161,106.766334261
20170810171,107.287501005
20170810181,110.013088743
20170810191,112.905351164
20170810201,110.43680216
20170810211,99.6457756043
20170810221,97.2020134533
20170810231,93.3234167659
20170811001,80.4701299176
20170811011,69.008582799
20170811021,56.9509944196
20170811031,48.2876222614
20170811041,41.3286529255
20170811051,40.4519501255
20170811061,45.0869658925
20170811071,51.6761519911
20170811081,56.9472914592
20170811091,66.8965030376
20170811101,87.8216148978
20170811111,98.1360763725
20170811121,98.8513107153
20170811131,91.5584208842
20170811141,98.2452121021
20170811151,97.8841479267
20170811161,95.175188594
20170811171,94.9872707412
20170811181,97.3317305386
20170811191,100.041221656
20170811201,98.0419379913
20170811211,86.8880195883
20170811221,85.1619949667
20170811231,82.2030661817
20170812001,69.7812568969
20170812011,58.6731459439
20170812021,46.6846387546
20170812031,39.119954497
20170812041,32.270687631
20170812051,30.8892498589
20170812061,33.0477718314
20170812071,36.7068272448
20170812081,40.7647446507
20170812091,48.8044439673
20170812101,54.3280166208
20170812111,60.527346952
20170812121,60.4284167286
20170812131,55.731173255
20170812141,59.187358194
20170812151,58.8541435506
20170812161,57.4912127106
20170812171,57.4604501745
20170812181,60.7202886034
20170812191,65.3151451534
20170812201,66.8345916892
20170812211,60.6929416494
20170812221,61.726351926
20170812231,61.420719809
20170813001,48.3976299914
20170813011,40.9836587521
20170813021,33.7354117936
20170813031,28.9561483565
20170813041,24.4788275669
20170813051,23.0656643987
20170813061,25.8916672904
20170813071,30.7939531525
20170813081,34.6457553938
20170813091,45.4601164561
20170813101,48.0248399819
20170813111,52.878112297
20170813121,53.22253301
20170813131,49.6073753969
20170813141,54.0035074331
20170813151,54.1973355382
20170813161,53.3813251211
20170813171,55.2314412667
20170813181,63.3531422072
20170813191,71.706438636
20170813201,70.7422254471
20170813211,65.8251195291
20170813221,67.0503509285
20170813231,65.5094674497
20170814001,54.1143226144
20170814011,47.4008223107
20170814021,41.6161393483
20170814031,37.659098654
20170814041,33.4593256273
20170814051,33.8280567959
20170814061,38.84169228
20170814071,46.0933116566
20170814081,52.6407315399
20170814091,64.8515210512
20170814101,90.4928304747
20170814111,106.888414119
20170814121,107.432209417
20170814131,101.170776516
20170814141,108.92189162
20170814151,108.957438393
20170814161,106.932017441
20170814171,107.628219546
20170814181,110.335142811
20170814191,114.034889624
20170814201,111.133580238
20170814211,102.027738395
20170814221,99.5578994766
20170814231,95.8476234825
20170815001,79.0808151796
20170815011,67.8379176598
20170815021,56.6436133986
20170815031,48.6900387517
20170815041,41.7393886088
20170815051,40.8533755642
20170815061,45.8574438424
20170815071,52.6627065434
20170815081,58.2278328771
20170815091,68.667883529
20170815101,94.3152579362
20170815111,108.454932067
20170815121,109.311846492
20170815131,103.213016538
20170815141,111.505627669
20170815151,111.392497875
20170815161,109.10131533
20170815171,109.837340097
20170815181,111.74152082
20170815191,115.622859539
20170815201,112.934550075
20170815211,102.163769422
20170815221,99.4719449152
20170815231,95.9283169743
20170816001,80.9075782697
20170816011,69.3017541732
20170816021,57.7514156718
20170816031,49.3424086059
20170816041,42.4023181559
20170816051,41.6311556574
20170816061,46.4873665777
20170816071,53.1420178164
20170816081,58.6371037852
20170816091,68.7882319698
20170816101,93.6487849933
20170816111,106.986025536
20170816121,107.751446184
20170816131,101.553821852
20170816141,109.816568659
20170816151,109.631411876
20170816161,106.57215593
20170816171,107.306129458
20170816181,109.759228557
20170816191,112.86442414
20170816201,110.605971009
20170816211,100.007680816
20170816221,97.1169991829
20170816231,93.9135422845
20170817001,80.1806847864
20170817011,68.497367616
20170817021,57.070916528
20170817031,48.6619094622
20170817041,41.7447699811
20170817051,40.8697971985
20170817061,45.7260081188
20170817071,52.3806593575
20170817081,57.8078481053
20170817091,68.0275556133
20170817101,92.8929875374
20170817111,106.23022808
20170817121,107.173947373
20170817131,100.692026135
20170817141,109.07338852
20170817151,108.853650465
20170817161,105.883856215
20170817171,106.463325535
20170817181,108.810743851
20170817191,111.131384252
20170817201,108.854624482
20170817211,98.1483574608
20170817221,95.7750649155
20170817231,93.0768956267
20170818001,78.8860107996
20170818011,67.1499849102
20170818021,55.7135350335
20170818031,47.278906474
20170818041,40.240102949
20170818051,39.2454397787
20170818061,43.9691532385
20170818071,50.5085956314
20170818081,55.7797350995
20170818091,65.8250695807
20170818101,86.9889341512
20170818111,97.1818663106
20170818121,98.1288117528
20170818131,90.8262262864
20170818141,97.4310938626
20170818151,97.3183140928
20170818161,94.6475787412
20170818171,94.693096407
20170818181,96.932459096
20170818191,99.2212161411
20170818201,97.1975529231
20170818211,85.7953247342
20170818221,84.0135978396
20170818231,82.3889523778
20170819001,68.4058032755
20170819011,57.0723067233
20170819021,45.6859729265
20170819031,38.3500322676
20170819041,31.4209312125
20170819051,29.9275209499
20170819061,32.2471963804
20170819071,35.9075090597
20170819081,40.0114180129
20170819091,48.1086446018
20170819101,53.8709699657
20170819111,60.0768569817
20170819121,60.2213921416
20170819131,55.564319755
20170819141,59.0387387366
20170819151,58.8697614004
20170819161,57.5002955274
20170819171,57.6980471015
20170819181,60.6878834996
20170819191,65.8476619966
20170819201,67.5748435615
20170819211,62.3615619857
